券商買賣股票成交價量資訊
股票代碼,="2330"
序號,券商,價格,買進股數,賣出股數,,序號,券商,價格,買進股數,賣出股數
1,1020合　　庫,2355.00,0,20,,2,1020合　　庫,2360.00,8907,980 
3,1020合　　庫,2365.00,2094,1100,,4,1020合　　庫,2370.00,1093,146 
5,1020合　　庫,2375.00,1019,0,,6,1020合　　庫,2380.00,21,0 
7,1020合　　庫,2385.00,2020,0,,8,1020合　　庫,2390.00,10,2 
9,1020合　　庫,2395.00,20,451,,10,1021合庫台中,2355.00,13000,18000 
11,1021合庫台中,2360.00,10729,2010,,12,1021合庫台中,2365.00,15306,7020 
13,1021合庫台中,2370.00,5416,657,,14,1021合庫台中,2375.00,2010,50 
15,1021合庫台中,2380.00,1,380,,16,1021合庫台中,2390.00,0,6 
17,1021合庫台中,2395.00,1,2,,18,1022合庫台南,2355.00,1060,1000 
19,1022合庫台南,2360.00,3981,2220,,20,1022合庫台南,2365.00,3671,1000 
21,1022合庫台南,2370.00,722,2162,,22,1022合庫台南,2375.00,1000,0 
23,1022合庫台南,2380.00,0,4,,24,1022合庫台南,2395.00,8,184 
25,1023合庫高雄,2355.00,1000,0,,26,1023合庫高雄,2360.00,3819,253 
27,1023合庫高雄,2365.00,4365,1000,,28,1023合庫高雄,2370.00,995,1050 
29,1023合庫高雄,2375.00,62,5250,,30,1023合庫高雄,2380.00,11,1 
31,1023合庫高雄,2390.00,1,0,,32,1023合庫高雄,2395.00,101,15 
33,1024合庫嘉義,2355.00,4000,0,,34,1024合庫嘉義,2360.00,1894,0 
35,1024合庫嘉義,2365.00,4610,0,,36,1024合庫嘉義,2370.00,847,54 
37,1024合庫嘉義,2375.00,5,0,,38,1024合庫嘉義,2380.00,120,57 
39,1024合庫嘉義,2385.00,2000,0,,40,1024合庫嘉義,2395.00,0,10 
41,1025合庫基隆,2360.00,5480,80,,42,1025合庫基隆,2365.00,2146,20 
43,1025合庫基隆,2370.00,174,37,,44,1025合庫基隆,2375.00,10,4 
45,1025合庫基隆,2385.00,0,2030,,46,1028合庫彰化,2350.00,1000,0 
47,1028合庫彰化,2355.00,3001,0,,48,1028合庫彰化,2360.00,852,7000 
49,1028合庫彰化,2365.00,2836,1105,,50,1028合庫彰化,2370.00,316,2007 
51,1028合庫彰化,2375.00,0,1100,,52,1028合庫彰化,2380.00,20,0 
53,1028合庫彰化,2395.00,3,0,,54,1029合庫鳳山,2355.00,1000,0 
55,1029合庫鳳山,2360.00,8380,20,,56,1029合庫鳳山,2365.00,5979,1000 
57,1029合庫鳳山,2370.00,1771,116,,58,1029合庫鳳山,2375.00,0,10 
59,1029合庫鳳山,2380.00,60,100,,60,1029合庫鳳山,2385.00,1000,2000 
61,1029合庫鳳山,2390.00,0,5,,62,1029合庫鳳山,2395.00,1,3 
63,102A合庫新竹,2355.00,2005,1000,,64,102A合庫新竹,2360.00,4597,10 
65,102A合庫新竹,2365.00,777,0,,66,102A合庫新竹,2370.00,235,1017 
67,102A合庫新竹,2375.00,15,30,,68,102A合庫新竹,2380.00,2,0 
69,102A合庫新竹,2390.00,5,0,,70,102A合庫新竹,2395.00,2,0 
71,102C合庫自強,2355.00,5000,2000,,72,102C合庫自強,2360.00,1780,1020 
73,102C合庫自強,2365.00,8152,0,,74,102C合庫自強,2370.00,366,325 
75,102C合庫自強,2380.00,5,10,,76,102C合庫自強,2390.00,3,0 
77,102E合庫桃園,2355.00,7000,0,,78,102E合庫桃園,2360.00,3085,1010 
79,102E合庫桃園,2365.00,4874,0,,80,102E合庫桃園,2370.00,555,3695 
81,102E合庫桃園,2380.00,214,60,,82,102E合庫桃園,2385.00,3,1250 
83,102E合庫桃園,2395.00,100,0,,84,102F合庫西台,2350.00,10000,0 
85,102F合庫西台,2355.00,5000,0,,86,102F合庫西台,2360.00,3350,4 
87,102F合庫西台,2365.00,3258,50,,88,102F合庫西台,2370.00,408,36 
89,102F合庫西台,2375.00,10,30,,90,102F合庫西台,2380.00,5,0 
91,102F合庫西台,2390.00,10,0,,92,102F合庫西台,2395.00,60,0 
93,102G合庫三重,2355.00,1000,0,,94,102G合庫三重,2360.00,4253,0 
95,102G合庫三重,2365.00,1364,2400,,96,102G合庫三重,2370.00,383,0 
97,102G合庫三重,2375.00,0,1000,,98,102G合庫三重,2380.00,52,30 
99,102G合庫三重,2385.00,0,30,,100,1030土　　銀,2355.00,13000,1000 
101,1030土　　銀,2360.00,1687,0,,102,1030土　　銀,2365.00,2692,2000 
103,1030土　　銀,2370.00,2395,431,,104,1030土　　銀,2375.00,60,0 
105,1030土　　銀,2390.00,3,0,,106,1030土　　銀,2395.00,5,10 
107,1031土銀台中,2355.00,6000,0,,108,1031土銀台中,2360.00,132,0 
109,1031土銀台中,2365.00,138,0,,110,1031土銀台中,2370.00,215,40 
111,1031土銀台中,2385.00,1,0,,112,1031土銀台中,2395.00,0,10 
113,1032土銀台南,2355.00,2000,0,,114,1032土銀台南,2360.00,1222,30 
115,1032土銀台南,2365.00,377,0,,116,1032土銀台南,2370.00,17,1116 
117,1033土銀高雄,2355.00,1000,0,,118,1033土銀高雄,2360.00,690,2 
119,1033土銀高雄,2365.00,109,1000,,120,1033土銀高雄,2370.00,116,0 
121,1033土銀高雄,2395.00,50,0,,122,1034土銀嘉義,2355.00,1000,0 
123,1034土銀嘉義,2360.00,59,400,,124,1034土銀嘉義,2365.00,1295,0 
125,1034土銀嘉義,2370.00,562,0,,126,1034土銀嘉義,2380.00,0,60 
127,1034土銀嘉義,2395.00,0,1,,128,1035土銀新竹,2355.00,1000,0 
129,1035土銀新竹,2360.00,521,0,,130,1035土銀新竹,2365.00,5113,0 
131,1035土銀新竹,2370.00,584,5,,132,1035土銀新竹,2375.00,10,0 
133,1035土銀新竹,2385.00,0,100,,134,1035土銀新竹,2390.00,0,1 
135,1035土銀新竹,2395.00,0,60,,136,1036土銀玉里,2360.00,1081,0 
137,1036土銀玉里,2365.00,41,10,,138,1036土銀玉里,2370.00,82,100 
139,1037土銀花蓮,2360.00,337,0,,140,1037土銀花蓮,2365.00,473,175 
141,1037土銀花蓮,2370.00,33,10,,142,1037土銀花蓮,2395.00,10,0 
